,reviewContent,rating,clean_teks
6428,"Gan saya pesan tanggal 11 tapi sampai sekarang barangnya belum datang-datang, dideskripsi pengiriman tanggal 16-21 barangnya datang. Butuh kejelasan.",1,gan saya pesan tanggal tapi sampai sekarang barang belum datangdatang deskripsi kirim tanggal barang datang butuh jelas
6470,"Estimasi terakhir smpe brg tgl 4 sept, ni udh tgl 6. Seller gmn ni",1,estimasi akhir smpe brg tgl sept ni udh tgl seller gmn ni
6481,Gimana ni pesanan saya kok belum datang datang,1,gimana ni pesan saya kok belum datang datang
6539,lumyan lah,2,lumyan lah
6575,Cara keridit gimana.....,1,cara keridit gimana
6576,Apa free bracket nya cuma available utk wilayag jabodetabek saja gan?,2,apa free bracket nya cuma available utk wilayag jabodetabek saja gan
6577,bisa byr d tempat ga,2,bisa byr d tempat ga
6583,"sudah lewat batas pengiriman, barang belum sampai",1,sudah lewat batas kirim barang belum sampai
6585,"gk sampai sebulan uda rusak, mau refund gk bisa alasan barang  gk ada garansi padahal garansi satu tahun, pas ane bongkar hardisk  dalamnya samsung...!!! cuma caseing aja seagate dalamnya murahan, buat kalian jangan pernah beli dari sini lagi klo gk mau kecewa kayak ane...",1,gk sampai bulan uda rusak mau refund gk bisa alas barang gk ada garansi padahal garansi satu tahun pas ane bongkar hardisk dalam samsung cuma caseing aja seagate dalam murah buat kalian jangan pernah beli dari sini lagi klo gk mau kecewa kayak ane
6620,Sampai skg barang pesanan  saya belum di terima..dari tanggal 19 september 2017...status di lazada sudah dikirim tp saya belum mendapat ni resi pengirima sampai saat ini...,1,sampai skg barang pesan saya belum di terimadari tanggal september status di lazada sudah kirim tp saya belum dapat ni resi pengirima sampai saat ini
6621,"pesanan saya belum saya terima, padahal saya sudah pesan dan proses pembayaran dari tgl 21 juli 2017 kapan pesanan saya sampai?",1,pesan saya belum saya terima padahal saya sudah pesan dan proses bayar dari tgl juli kapan pesan saya sampai
6694,"kecewa lahh, seperti ufd palsu, padahal spesifikasi yang dilampirkan di web original. contoh cover pack warna hijau, sedangkan yang dikirim warna merah. file hasil copy nya selalu corrupt. katanya ""best seller"", tapi kualitas mengeccewakan. baru kali ini beli di lazada mengecewakan. SAYA MINTA DITUKAR BARANGNYA DENGAN YANG SESUAI DI SPESIFIKASI",1,kecewa lahh seperti ufd palsu padahal spesifikasi yang lampir di web original contoh cover pack warna hijau sedang yang kirim warna merah file hasil copy nya selalu corrupt kata best seller tapi kualitas mengeccewakan baru kali ini beli di lazada kecewa saya minta tukar barang dengan yang sesuai di spesifikasi
6697,Thexs lazada barang sy trma lebih awal pengiriman cepat paking rapi oke trmks lazada,2,thexs lazada barang sy trma lebih awal kirim cepat paking rapi oke trmks lazada
6711,"Comment hanya terbaik di cantumkan,comment saya mana menyatakan barang tidak sesuai,free antivirus nya mana??!!",1,comment hanya baik di cantumkancomment saya mana nyata barang tidak sesuaifree antivirus nya mana
6723,"Pengiriman barang sesuai dengan yang dijanjikan. Barang tidak dikemas dalam bubble wrap, bahan plastik terlihat murahan. Antivirus (Tech-Titan bukan Kaspersky) yg dijanjikan hanya dlm bentuk link utk didownload softwarenya dan diberikan link utk aktivasi dan kode aktifasi yg didapat tidak dpat digunakan. Sudah menghubi call cupport (respon cepat) dan disuruh backup data yg diperlukan (yg penting) lalu format dan mengulangi lagi prosedur instalasi anti virus n aktifasi kode'ny (sungguh sangat riiibbeettt, jika pembeli tidak ada laptop, netbook, PC akn sangat sangat kerepotan...dan HDD baru knp harus diformat y?). Walaupun pelayanan memuaskan tapi sayangnya saya sebagai pembeli tidak PUAS krn harus diREPOTKAN. Pesan tambahan: beli barang baru serasa barang bekas.",1,kirim barang sesuai dengan yang janji barang tidak kemas dalam bubble wrap bahan plastik lihat murah antivirus techtitan bukan kaspersky yg janji hanya dlm bentuk link utk didownload softwarenya dan beri link utk aktivasi dan kode aktifasi yg dapat tidak dpat guna sudah menghubi call cupport respon cepat dan suruh backup data yg perlu yg penting lalu format dan ulang lagi prosedur instalasi anti virus n aktifasi kodeny sungguh sangat riiibbeettt jika beli tidak ada laptop netbook pc akn sangat sangat kerepotandan hdd baru knp harus format y walaupun layan muas tapi sayang saya bagai beli tidak puas krn harus repot pesan tambah beli barang baru serasa barang bekas
6740,Barang saya masih belum sampai. Saya order tgl 6 juni. Tgl penerimaan 14-17 juni. Sampai saat ini masih belum saya terima barangnya. Nomer resi yg saya terima di email MPDS-3821441892-1641. Setelah saya cek tidak bisa. Mohon infonya. Thx,2,barang saya masih belum sampai saya order tgl juni tgl terima juni sampai saat ini masih belum saya terima barang nomer resi yg saya terima di email mpds telah saya cek tidak bisa mohon info thx
6784,Saat tranfer file kecepatan semakin menurun. Saya sebenarnya mau refund tapi keburu box nya kebuang.,1,saat tranfer file cepat makin turun saya benar mau refund tapi keburu box nya buang
6816,"sudah mengikuti langkaah2 yang dikirimkan tapi ternytaa pas install startuse.exe nya untuk input activationnyacode nyaa trnyata invalid,",2,sudah ikut langkaah yang kirim tapi ternytaa pas install startuseexe nya untuk input activationnyacode nyaa trnyata invalid
6876,Pembatalan pengiriman sepihak dari kenkez,1,batal kirim pihak dari kenkez
6878,Ternyata tetep ngga lebih murah pas flash sale.. sama aja harganya,1,nyata tetep ngga lebih murah pas flash sale sama aja harga
6881,"Barang Cepat Sampai, Pesan Kemarin Hari Berikutnya Sampai, So Far Untuk Pengiriman Oke. Barang Sudah Di Coba : 1. Anti Virus Sudah Saya Rendemm Aktivasi, Tapi Pas Saya Install Program Anti Virus nya Begitu Saya MAsukan Kode Aktivasi YAng Di Peroleh Di Web Nya, INCORECT Terus. ANEH. 2. Entah Kenapa Ini Harddisk Copy Data Kapasitas 300Mb Aja Bisa 10 Menitan, LAMA BANGET.",1,barang cepat sampai pesan kemarin hari ikut sampai so far untuk kirim oke barang sudah di coba anti virus sudah saya rendemm aktivasi tapi pas saya install program anti virus nya begitu saya masuk kode aktivasi yang di oleh di web nya incorect terus aneh entah kenapa ini harddisk copy data kapasitas mb aja bisa menit lama banget
6887,"Pesan tgal 29/05/2017 pakai jasa pengiriman gojek, berharap hari itu jg sampai, tapi sampai tgal 31/05/2017, sia-sia bayar ongkir. pdahal saya lagi butuh cepat.   terus antivirus failed terus, ga bisa di pake, tapi HardDisk oke, barang oke tingkatkan lagi untuk pengirimannya.",2,pesan tgal pakai jasa kirim gojek harap hari itu jg sampai tapi sampai tgal siasia bayar ongkir pdahal saya lagi butuh cepat terus antivirus failed terus ga bisa di pake tapi harddisk oke barang oke tingkat lagi untuk kirim
6977,"Saat pengiriman seperti biasanya dibungkus kardus, saat dibuka semuanya ada kecuali usb antivirus kappersky, gatau udah ga promo/ngga. Cukup menyesal :')",2,saat kirim seperti biasa bungkus kardus saat buka semua ada kecuali usb antivirus kappersky gatau udah ga promongga cukup sesal
6987,produk yang dikirim tidak sesuai warna...bonus anti virus tidak berjalan,1,produk yang kirim tidak sesuai warnabonus anti virus tidak jalan
7038,"Saya telah menggunakan wd passport ini setelah beberapa hari dan telah beberapa kali putus koneksi saat digunakan saat bekerja, beberapa file penting hilang entah kemana, alhamdulillah saya ada backup file-file tersebut. Tidak dirokemendasi, sebaiknya menggunakan hard disk external dari Seagate, saya mendengar rekomendasi bagus dari kawan-kawan saya di departermen IT kantor.",1,saya telah guna wd passport ini telah beberapa hari dan telah beberapa kali putus koneksi saat guna saat kerja beberapa file penting hilang entah mana alhamdulillah saya ada backup filefile sebut tidak dirokemendasi baik guna hard disk external dari seagate saya dengar rekomendasi bagus dari kawankawan saya di departermen it kantor
7079,Ini kedua kalinya saya pesan WH HD external dan DIBATALKAN oleh lazada SECARA SEPIHAK dan TANPA pemberitahuan !!!!!! Tanpa email / sms .... KENAPA TOH?,1,ini dua kali saya pesan wh hd external dan batal oleh lazada cara pihak dan tanpa pemberitahuan tanpa email sms kenapa toh
7160,Tidak bisa digunakan dan support dari produser tidak tuntas,1,tidak bisa guna dan support dari produser tidak tuntas
7161,Garansi brp lama boss,1,garansi brp lama boss
7165,ini penutup depan nya bisa dibuka nggak? (this front cover can be opened?),2,ini tutup depan nya bisa buka nggak this front cover can be opened
7166,"Saya pesan hitam dan jelas2 di lapak hitam,tp yg dateng kuning. Payah bener sellernya.",1,saya pesan hitam dan jelas di lapak hitamtp yg dateng kuning payah bener sellernya
7257,"order yg 32gb yg di 8gb, kecawa kapok mau blanja di toko ini lagi, orang gak amanah",1,order yg gb yg di gb kecawa kapok mau blanja di toko ini lagi orang gak amanah
7263,"kecewa sama flashdisknya kapasitasnya berkurang 2,8 GB udah gitu gak konek ke otg ... gimana ini ?? saya minta kembali aja uang nya buat apa mahal""tapi gk konek ke otg",2,kecewa sama flashdisknya kapasitas kurang gb udah gitu gak konek ke otg gimana ini saya minta kembali aja uang nya buat apa mahaltapi gk konek ke otg
7377,Mantap & awet,1,mantap awet
7407,sandisk nya gak ke baca di komputr..,1,sandisk nya gak ke baca di komputr
7416,"Bagus, mau pesen lg tp harganya mahal klo sekarang",2,bagus mau sen lg tp harga mahal klo sekarang
7447,barang nya sampai sekarang gk nyampe d tangan saya (hilang),2,barang nya sampai sekarang gk nyampe d tangan saya hilang
7468,"Barang bgus,memori 29gb terbacanya bukan 32gb,semoga awet aminn",2,barang bgusmemori gb baca bukan gbsemoga awet aminn
7469,Ga sesuai capacity nya,2,ga sesuai capacity nya
7471,"Saya cukup kecewa, pesanan saya belum sampai juga, dan belum dpt kabar dr kurirnya",2,saya cukup kecewa pesan saya belum sampai juga dan belum dpt kabar dr kurir
7836,"Serius jangan pernah pada pesen ke seller ini, barang sampe gak sesuai harapan pake banget dan gak sesuai yang di iklan pake banget | Kartu garansi gak ada, pulpennya merk lain (kenko), hologram segel gak ada, pas dibuka parahnya udah ada isi file nya, back up an (kayanya ini yang dikirim dari seller ini barang - barang bekas). Oke gan, sekali lagi disarankan banget jangan pesen di seller ini, cukup sekian. Untuk kali ini seller di lazada sangat mengecewakan",1,serius jangan pernah pada sen ke seller ini barang sampe gak sesuai harap pake banget dan gak sesuai yang di iklan pake banget kartu garansi gak ada pulpen merk lain kenko hologram segel gak ada pas buka parah udah ada isi file nya back up an kaya ini yang kirim dari seller ini barang barang bekas oke gan sekali lagi saran banget jangan sen di seller ini cukup sekian untuk kali ini seller di lazada sangat kecewa
7837,"BARANG BARU SAMPE, BEGITU DI TEST, ERROR DISK I/O! MENDING CARI YANG LAIN DEH!",1,barang baru sampe begitu di test error disk io mending cari yang lain deh
7841,"Barang sudah diterima tapi, Pouch dan pen TIDAK ADA. Gimana sih ini??",1,barang sudah terima tapi pouch dan pen tidak ada gimana sih ini
7846,"Barang sudah sesuai ,, cuman free pen sama ponch nya g ada ..",2,barang sudah sesuai cuman free pen sama ponch nya g ada
7864,Barang gk sesuai deskripsi..barang bekas kacau,1,barang gk sesuai deskripsibarang bekas kacau
7882,Hdd uda ada isinya. Ternyata BEKAS. Harganya semahal beli baru. KOCAK. NGESELIN,1,hdd uda ada isi nyata bekas harga mahal beli baru kocak ngeselin
7887,"Ini barang bekas yang dijual dengan beberapa indikasi: 1. File udah ada isinya, isinya bukan Software Autobackup dan Pasword WD, tapi file file pemerintahan, kebetulan yang saya dapatkan file pemerintah daerah Bangka 2. Sudah ada backup hp berupa foto - foto dalam jumlah 5GB 3. Pen yang diberikan sebuah pulpen kenko, kampret yang jualan Gak ada kartu garansinya Barang udah dibalikin, tolong segera dikembalikan barang yang sesuai atau semoga dalam waktu dekat akan mengalami kebangkrutan se bangkrut bangkrutnya",1,ini barang bekas yang jual dengan beberapa indikasi file udah ada isi isi bukan software autobackup dan pasword wd tapi file file perintah betul yang saya dapat file perintah daerah bangka sudah ada backup hp upa foto foto dalam jumlah gb pen yang beri buah pulpen kenko kampret yang jual gak ada kartu garansi barang udah dibalikin tolong segera kembali barang yang sesuai atau moga dalam waktu dekat akan alami bangkrut se bangkrut bangkrut
7908,Orang kirim pake gojek dan sudah di charge malah kirim pake jne. Layanan lambat pesen jumat di undur ke senin buat pengiriman nya gak tahan nya pake JNE. Penjual nya kurang AQUA...,2,orang kirim pake gojek dan sudah di charge malah kirim pake jne layan lambat sen jumat di undur ke senin buat kirim nya gak tahan nya pake jne jual nya kurang aqua
7967,Ko psanan di batalin coeg,1,ko psanan di batalin coeg
7991,di keterangan free pouch dan pen...tapi setelah sampai...only product...tau begini cari yg lain.haddeuuuh...,1,di terang free pouch dan pentapi telah sampaionly producttau begini cari yg lainhaddeuuuh
8012,cara klaim garansi gimana ya? saya baru beli 2 bulan sekarang tidak terbaca di komputer,1,cara klaim garansi gimana ya saya baru beli bulan sekarang tidak baca di komputer
8029,Cover nya bagus tapi tidak sesuai dengan keguanaanya tidak bisa untuk backup file. TIDAK ADA KARTU GARANSI tidak kompetibel untuk copy software,2,cover nya bagus tapi tidak sesuai dengan keguanaanya tidak bisa untuk backup file tidak ada kartu garansi tidak kompetibel untuk copy software
8053,"Harga turun, akan tetapi pembayara tetap, pelanggan akan merasa sedikit kecewa.",2,harga turun akan tetapi pembayara tetap langgan akan rasa sedikit kecewa
8086,"Seharusnya apabila weekend dan hari libur national tidak bisa pengiriman same day delivery, by system tidak akan muncul pilihan same day delivery! Ini sangat mengecewakan. Saya tidak mempermasalahkan 10rb tambahan biaya kirim, tetapi ekspektasi dan realita yang diharapkan tidak sama. Mohon system tersebut ditinjau ulang. Dan semoga tidak merugikan pembeli yang memang membutuhkan barang tersebut segera. Semoga ini ditinjau dan tidak ada customer lain yang seperti saya.",1,harus apabila weekend dan hari libur national tidak bisa kirim same day delivery by system tidak akan muncul pilih same day delivery ini sangat kecewa saya tidak masalah rb tambah biaya kirim tetapi ekspektasi dan realita yang harap tidak sama mohon system sebut tinjau ulang dan moga tidak rugi beli yang memang butuh barang sebut segera moga ini tinjau dan tidak ada customer lain yang seperti saya
8089,"Saya pesan tgl 11, disitu tertera barang akan diterima dihari yg sama jika pakai biaya same day, semua udh saya bayar, dan saya tunggu sampai jam 12 malam tidak datang juga, pdhl itu barang mau saya pakai untuk acara yg penting, malah sampai hari ini pun belum sampai jg, ngapain bayar same day kalo barang sampai nya lebih dr 1 hari",1,saya pesan tgl situ tera barang akan terima hari yg sama jika pakai biaya same day semua udh saya bayar dan saya tunggu sampai jam malam tidak datang juga pdhl itu barang mau saya pakai untuk acara yg penting malah sampai hari ini pun belum sampai jg ngapain bayar same day kalo barang sampai nya lebih dr hari
8120,Pengiriman Lambat,1,kirim lambat
8140,"banyak partisi yg hilang,tidak sesuai promo 2T",1,banyak partisi yg hilangtidak sesuai promo t
8181,Pesan tgl 8 des 2017. Pengiriman dgn Gosend. Barang sampai dgn hari ini belum saya terima (blm sampai) dan anehnya distatus pengirimannya barang sdh diterima. Anehnya lagi pada status tsb jam order sampai dgn jam barang terkirim ngawurrr... sdh mencoba menghubungi seller tp sama sekali tdk ada response. Mencoba menghubungi lazada juga jawabannya standart tanpa ada solusi yg jelas. Bener2 kecewa dan merasa tertipu!!!!!!!,2,pesan tgl des kirim dgn gosend barang sampai dgn hari ini belum saya terima blm sampai dan aneh status kirim barang sdh terima aneh lagi pada status tsb jam order sampai dgn jam barang kirim ngawurrr sdh coba hubung seller tp sama sekali tdk ada response coba hubung lazada juga jawab standart tanpa ada solusi yg jelas bener kecewa dan rasa tipu
8225,"Nyampe nya sangat telat .tidak memuaskan, yg anter ga ada kepintaran untuk men setting . Telatnya sampe seminggu padahal saya bayar lebih untuk ongkir",1,nyampe nya sangat telat tidak muas yg anter ga ada pintar untuk men setting telat sampe minggu padahal saya bayar lebih untuk ongkir
8227,"Pengiriman tepat waktu,,tetapi untuk packing kurang memuaskan,,sehingga barang yang diterima cacat",2,kirim tepat waktutetapi untuk packing kurang memuaskansehingga barang yang terima cacat
8237,"Saya pesan barang ini di tanggal 14 Des 16, ketika sampai warnanya salah sehingga saya retur untuk minta ganti dengan warna yang tepat, menurut sistem lazada barang pengganti sudah di kirim tanggal 24 Des 16, tetapi saya tunggu sampai 8 Jan 17 belum datang. Ketika saya konfirmasi ke Lazada ternyata barang telah terkirim ke alamat lain. Bagaimana bisa Lazada begitu teledor begini terlebih 2 kali saya mengalami hal serupa dalam jangka waktu kurang dari 1 bulan. Saya akan ganti rating apabila barang pengganti yang tepat telah sampai.",1,saya pesan barang ini di tanggal des ketika sampai warna salah sehingga saya retur untuk minta ganti dengan warna yang tepat turut sistem lazada barang ganti sudah di kirim tanggal des tetapi saya tunggu sampai jan belum datang ketika saya konfirmasi ke lazada nyata barang telah kirim ke alamat lain bagaimana bisa lazada begitu teledor begini lebih kali saya alami hal rupa dalam jangka waktu kurang dari bulan saya akan ganti rating apabila barang ganti yang tepat telah sampai
8252,padahal sudah tertulis biru harddisk tapi yg dikirim malah yg hitam...haduh...padahal sudah di tunggu2..,1,padahal sudah tulis biru harddisk tapi yg kirim malah yg hitamhaduhpadahal sudah di tunggu
8276,Bagaimana carany kalau mau melakukan cicilan,2,bagaimana carany kalau mau laku cicil
8277,Warnanya ada yg lain gak,2,warna ada yg lain gak
8294,dibanding dgn harganya...kualitasnya jauh sekali...dengan harga 150 rb dan kualitas yang kurang memadai harga tersebut kemahalan....,1,banding dgn harganyakualitasnya jauh sekalidengan harga rb dan kualitas yang kurang pada harga sebut mahal
8301,kualitas jelek..,1,kualitas jelek
8309,"Flashdisk abal"" , file yg di simpan tidak trbaca dan tiba"" hilang",1,flashdisk abal file yg di simpan tidak trbaca dan tiba hilang
8310,"Barang + bonus diterima cepat dan baik, tapi setelah beberapa lama dipakai barang bermasalah.",1,barang bonus terima cepat dan baik tapi telah beberapa lama pakai barang masalah
8311,FD error gak bisa dipake :(,1,fd error gak bisa dipake
8323,:v coeg kw nya,1,v coeg kw nya
8325,"Jenis barang tersebut,ternyata harga bekasnya terbilang lebih mahal dari harga pasaran. Dan untuk charger tidak stabil, agak longar. Tlng TIM LAZADA diperhatikan utk jenis barang second.",2,jenis barang tersebutternyata harga bekas bilang lebih mahal dari harga pasar dan untuk charger tidak stabil agak longar tlng tim lazada perhati utk jenis barang second
8347,"harddisk cepat panas.,.",1,harddisk cepat panas
8366,Barang masih ada gan?,1,barang masih ada gan
8370,produk ini bagus di awal tapi pemakaian 2 minggu sudah mengalami masalah.  1. file yg dicopy sering korup 2. banyak file yg masuk dan sekitar 80%tidak terbaca 3. tidak bs digunakan untuk copy langsung ukuran besar (pasti ngadat) 4. skrg tidak bs digunakan karena semua yg dimasukkan tidak dapat dibuka 5. beberapa file hilang sendiri. semoga tidak ada yg terkena masalah seperti ini lagi.,1,produk ini bagus di awal tapi pakai minggu sudah alami masalah file yg dicopy sering korup banyak file yg masuk dan sekitar tidak baca tidak bs guna untuk copy langsung ukur besar pasti ngadat skrg tidak bs guna karena semua yg masuk tidak dapat buka beberapa file hilang sendiri moga tidak ada yg kena masalah seperti ini lagi
9052,Bagus,1,bagus
9149,"USB sudah diterima.. ketika mau pindahin data, tidak semua file bisa di save (ada keterangan WRITE PROTECTED). Sy ingin memindahkan kembali data yg sudah masuk ke USB tp tidak bisa. kemudian sy ingin save file yang sudah di edit tp muncul keterangan WRITE PROTECTED.. ITU KENAPA YAH? SAYA INGIN MENGEMBALIKAN..",1,usb sudah terima ketika mau pindahin data tidak semua file bisa di save ada terang write protected sy ingin pindah kembali data yg sudah masuk ke usb tp tidak bisa kemudian sy ingin save file yang sudah di edit tp muncul terang write protected itu kenapa yah saya ingin kembali
9150,Produk hanya bisa di isi hingga 4 GB. tidak tahu apakah saya salah memformat atau memang kapasitasnya yang seperti itu,1,produk hanya bisa di isi hingga gb tidak tahu apakah saya salah format atau memang kapasitas yang seperti itu
9152,"Selamat pagi,  Dengan hormat, saya agak sedikit kecewa dengan lazada  pengiriman tidak sesuai barang yang di pesan dan nama pembeli tidak sesuai nama asli. Untuk itu saya harap kedepan lebih teliti lagi dalam mempacing barang agar konsumen tidak kecewa terima kasih. Hormat saya, Surma Muhdiana",1,selamat pagi dengan hormat saya agak sedikit kecewa dengan lazada kirim tidak sesuai barang yang di pesan dan nama beli tidak sesuai nama asli untuk itu saya harap depan lebih teliti lagi dalam mempacing barang agar konsumen tidak kecewa terima kasih hormat saya surma muhdiana
9153,video yang disimpan di flashdisk jadi rusak,1,video yang simpan di flashdisk jadi rusak
9156,barang yang dikirim tidak sesuai dengan pesanan dan ketika digunakan data yang dicopy malah hilang,1,barang yang kirim tidak sesuai dengan pesan dan ketika guna data yang dicopy malah hilang
9163,Bisa buat dvd gaj,1,bisa buat dvd gaj
9164,DI lazada sudah tertulis diterima namun saya belum mendapat barangnya,2,di lazada sudah tulis terima namun saya belum dapat barang
9165,"msh segel brgnya . ada stiker hologram .. tapi syg pas di pake buat nyimpan data gak bisa . kesimpulan , mgkn ini brg reject .. kapok sy beli merk toshiba , made in philippines . mending beli merk lain dah ....",1,msh segel brgnya ada stiker hologram tapi syg pas di pake buat nyimpan data gak bisa simpul mgkn ini brg reject kapok sy beli merk toshiba made in philippines mending beli merk lain dah
9166,barang nya belum saya terima bang,1,barang nya belum saya terima bang
9167,Sudah bayar transfer 3 minggu ga dteng2 barangnya tapi di pemberitahuannya sudah diterima tapi barangnya belum dateng2.. wahh parah nih,1,sudah bayar transfer minggu ga dteng barang tapi di pemberitahuannya sudah terima tapi barang belum dateng wahh parah nih
9168,parah isi 64gb yg bisa dipake cuman 10gb doang.... lbh dr itu filenya pd ilang.... kapok w beli flashdisk toshiba made in philipines......,1,parah isi gb yg bisa dipake cuman gb doang lbh dr itu filenya pd ilang kapok w beli flashdisk toshiba made in philipines
9170,Beli 2 gak bisa dpke,1,beli gak bisa dpke
9173,Mana gak bisa dipake ini. Palsu nih,1,mana gak bisa dipake ini palsu nih
9174,KW,1,kw
9175,"sy sih sederhana saja,..sdh berkali2 beli produk yg di tawarkan di lazada.tp sampai saat ini...ga pernah kecewa.",1,sy sih sederhana sajasdh kali beli produk yg di tawar di lazadatp sampai saat iniga pernah kecewa
9251,"ini gmn ya gan.? kapasitasnya kemakan 1.5 GB jadinya bukan 16GB atau 15.9GB tapi 14,5GB. kecewa banget.",1,ini gmn ya gan kapasitas makan gb jadi bukan gb atau gb tapi gb kecewa banget
9260,kata 16 gb yang ada 14 gb hadeh ini kenapa,2,kata gb yang ada gb hadeh ini kenapa
9301,ga bisa dipake sama sekali !! USB rusakkkkkkkkk !! saya minta diganti sm yg berfungsi !!,1,ga bisa dipake sama sekali usb rusakkkkkkkkk saya minta ganti sm yg fungsi
9417,Barang yang datang bukan baracuda 3.5 7200rpm tapi pipeline HD.2,1,barang yang datang bukan baracuda rpm tapi pipeline hd
9454,"Kecewa,,smua fto yg aq msukin gk bsa d bca pdhl fto pnting tntg prawed,muncul dsaat buka stlh di open with file tdk di dukung..hlng smua fto2q gara2 UsB ni smuqa komputer kena virus dan mrmbet ke USB yg lain,palsu",1,kecewasmua fto yg aq msukin gk bsa d bca pdhl fto pnting tntg prawedmuncul dsaat buka stlh di open with file tdk di dukunghlng smua ftoq gara usb ni smuqa komputer kena virus dan mrmbet ke usb yg lainpalsu
9458,"Flashdisknya bisa digukan cukup baik. Tapi otgnya ngga bisa, sudah digunakan beberapa hp juga tetep ngga bisa connect.",1,flashdisknya bisa digukan cukup baik tapi otgnya ngga bisa sudah guna beberapa hp juga tetep ngga bisa connect
9470,"Saya pesen USB flashdisk Toshiba 8GB untuk hadiah orang, ternyata setelah di cek kapasitas-nya cuma 128MB. Harga memang murah, tapi hati-hati waktu terima barang. Kecewa berat. beli 3 pcs, 1 gak ke detect, 2 gak bener. :-(",1,saya sen usb flashdisk toshiba gb untuk hadiah orang nyata telah di cek kapasitas cuma mb harga memang murah tapi hatihati waktu terima barang kecewa berat beli pcs gak ke detect gak bener
9471,"Barang datang 2 hari akan tetapi tidak dapat di gunakan, saya sudah coba berkali2 ke hardisk yg lain ttp tidak bisa di gunakan. Saya sangat kecewa!!!!",1,barang datang hari akan tetapi tidak dapat di guna saya sudah coba kali ke hardisk yg lain ttp tidak bisa di guna saya sangat kecewa
9478,"Saran saya jangan membeli barang di toko ini, pas stok habis toko akan melakukan dengan mengirimkan barang lain seenak jidat.",1,saran saya jangan beli barang di toko ini pas stok habis toko akan laku dengan kirim barang lain enak jidat
9500,"Udah pesen nunggu seminggu, pesanan dibatalkan gara2 barang gak ada.... Ribet uangnya Wes... Harus tunggu2..",1,udah sen nunggu minggu pesan batal gara barang gak ada ribet uang wes harus tunggu
9504,Tolong dong kalau d kirim barangnya yang bagus soalnya kitakan beli,1,tolong dong kalau d kirim barang yang bagus soal kita beli
9505,"harga lumayan murah,, tp hasil jg mengecewakan, sinyal, gambar, warna ga bagus.",2,harga lumayan murah tp hasil jg kecewa sinyal gambar warna ga bagus
9544,Saya mau nanya bisa gak untuk ps2.,1,saya mau nanya bisa gak untuk ps
9545,"barang tidak sesuai dengan di deskripsi, dan yg ada di gambar.",1,barang tidak sesuai dengan di deskripsi dan yg ada di gambar
9547,Hardisk tidak bisa dipakai.panduannya tidak ada bagaimana pakainya kok enteng banget barangnya.,1,hardisk tidak bisa dipakaipanduannya tidak ada bagaimana pakai kok enteng banget barang
9639,"Case yg dibeli bukan utk external Hardisk 2,5 tapi utk 3,5 data kurang jelas, supaya buyer lainnya tdk salah beli",1,case yg beli bukan utk external hardisk tapi utk data kurang jelas supaya buyer lain tdk salah beli
9640,rada2 gmna gtu beli smua emg harganya segitu tuh gak bner2 free,2,rada gmna gtu beli smua emg harga segitu tuh gak bner free
9689,"Port lama mendeteksi hardisk, lelet gan. Sangat mengecewakan. Tidak sesuai keterangan produk.",1,port lama deteksi hardisk lelet gan sangat kecewa tidak sesuai terang produk
9691,"awal beli cuma 52rb sekarang jadi 81rb, padahal mau beli lagi akhirnya gak jadi beli",2,awal beli cuma rb sekarang jadi rb padahal mau beli lagi akhir gak jadi beli
9716,Hati2 jg sampai ke tipu Ama harga murah,2,hati jg sampai ke tipu ama harga murah
9730,Gmn cara cicilan nya ?,1,gmn cara cicil nya
9747,Barangnya ready g? Trus isinya benar2 2 TB g?,1,barang ready g trus isi benar tb g
9748,CD ROM for Driver nya TIDAK ADA,2,cd rom for driver nya tidak ada
9756,"Barang sudah sampai, tapi tidak bisa membaca .. Selalu ada tulisan ""the disk is write protected""",1,barang sudah sampai tapi tidak bisa baca selalu ada tulis the disk is write protected
9769,"baru pake 10 menitan tiba2 hdd nya gk kebaca, dan harus colok ulang deh",2,baru pake menit tiba hdd nya gk baca dan harus colok ulang deh
9788,Ini penyimpananx 2 tb kan? Msi ready nggak??,2,ini penyimpananx tb kan msi ready nggak
9792,bautnya kurang...,2,baut kurang
9793,Lama datangnya...di batalkn engga bisa...hadeeeh..,1,lama datangnyadi batalkn engga bisahadeeeh
9884,"cracked in delivery in corner. after 2 weeks and only 3 dvd's played not working just shows ""no disc"" ..no guarantee",2,cracked in delivery in corner after weeks and only dvds played not working just shows no disc no guarantee
9899,"Aq sdh nunggu lama, barang ga dateng jg, kerjaan ku jadi kehambat gara2 seller ini",1,aq sdh nunggu lama barang ga dateng jg kerja ku jadi hambat gara seller ini
9904,"tidak sesuai deskripsi, seharusnya dapet kabel data malah dapet kabel otg.",1,tidak sesuai deskripsi harus dapet kabel data malah dapet kabel otg
9911,barang nya bagus sesuai dengan yang saya mau,2,barang nya bagus sesuai dengan yang saya mau
9938,Barangnya bohong cuman muat 100mb,1,barang bohong cuman muat mb
9940,Barangnya bohong cuman muat 100 mb,1,barang bohong cuman muat mb
9950,Power bank tidak dapat digunakan..,1,power bank tidak dapat guna
9951,Mohon untuk menjaga kualitas produk agar konsumen nyaman dan aman serta mendoakan yang baik agar lebih berkah dan lancar amin,1,mohon untuk jaga kualitas produk agar konsumen nyaman dan aman serta doa yang baik agar lebih berkah dan lancar amin
